age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
48.0,management,married,tertiary,no,157.0,no,no,cellular,28.0,jan,417.0,4.0,-1.0,0.0,unknown,yes
52.0,services,married,secondary,no,659.0,no,no,cellular,28.0,jan,390.0,4.0,93.0,1.0,success,yes
30.0,blue-collar,married,secondary,no,2493.0,no,no,cellular,28.0,jan,293.0,2.0,-1.0,0.0,unknown,yes
36.0,management,married,tertiary,no,3949.0,no,no,cellular,28.0,jan,130.0,2.0,-1.0,0.0,unknown,yes
80.0,retired,married,primary,no,997.0,no,no,cellular,28.0,jan,151.0,1.0,91.0,3.0,success,yes
33.0,technician,married,tertiary,no,1699.0,no,no,cellular,28.0,jan,202.0,1.0,83.0,3.0,success,yes
56.0,technician,married,tertiary,no,1181.0,no,no,cellular,28.0,jan,186.0,1.0,433.0,1.0,failure,yes
54.0,admin.,married,secondary,no,0.0,no,no,cellular,28.0,jan,161.0,1.0,98.0,2.0,failure,yes
34.0,admin.,married,tertiary,no,0.0,no,no,cellular,28.0,jan,155.0,2.0,-1.0,0.0,unknown,yes
52.0,blue-collar,married,primary,no,306.0,no,no,cellular,28.0,jan,223.0,1.0,-1.0,0.0,unknown,yes
60.0,retired,married,secondary,no,18967.0,yes,no,cellular,29.0,jan,177.0,2.0,-1.0,0.0,unknown,yes
28.0,admin.,single,secondary,no,261.0,yes,yes,cellular,29.0,jan,254.0,3.0,142.0,6.0,success,yes
56.0,retired,divorced,primary,no,694.0,no,no,cellular,29.0,jan,144.0,1.0,102.0,1.0,other,yes
36.0,technician,married,tertiary,no,202.0,no,no,cellular,29.0,jan,313.0,1.0,120.0,3.0,failure,yes
45.0,management,single,tertiary,no,4831.0,no,no,cellular,29.0,jan,479.0,11.0,-1.0,0.0,unknown,yes
60.0,management,married,unknown,no,264.0,no,no,telephone,1.0,feb,265.0,1.0,-1.0,0.0,unknown,yes
33.0,entrepreneur,single,secondary,no,278.0,no,no,cellular,1.0,feb,563.0,5.0,-1.0,0.0,unknown,yes
77.0,retired,married,tertiary,no,7802.0,no,no,telephone,1.0,feb,483.0,2.0,-1.0,0.0,unknown,yes
66.0,retired,married,primary,no,3629.0,no,no,cellular,2.0,feb,474.0,1.0,172.0,2.0,other,yes
45.0,management,married,tertiary,no,547.0,no,no,cellular,2.0,feb,577.0,1.0,-1.0,0.0,unknown,yes
30.0,student,single,unknown,no,4468.0,no,no,cellular,2.0,feb,204.0,1.0,-1.0,0.0,unknown,yes
56.0,services,married,secondary,no,1989.0,no,no,cellular,3.0,feb,336.0,2.0,281.0,2.0,failure,yes
64.0,housemaid,married,unknown,no,2645.0,no,no,telephone,3.0,feb,219.0,2.0,-1.0,0.0,unknown,yes
30.0,technician,single,tertiary,no,4060.0,no,no,cellular,3.0,feb,179.0,1.0,93.0,1.0,other,yes
33.0,technician,married,secondary,no,303.0,yes,no,cellular,3.0,feb,355.0,1.0,301.0,5.0,success,yes
72.0,retired,married,primary,no,2600.0,no,no,cellular,3.0,feb,443.0,2.0,82.0,3.0,success,yes
44.0,technician,married,tertiary,no,1818.0,yes,yes,cellular,3.0,feb,508.0,1.0,92.0,4.0,failure,yes
37.0,admin.,single,secondary,no,728.0,no,no,cellular,3.0,feb,129.0,1.0,174.0,2.0,other,yes
52.0,blue-collar,married,secondary,no,955.0,no,yes,cellular,3.0,feb,153.0,1.0,48.0,3.0,success,yes
37.0,technician,single,secondary,no,265.0,yes,yes,cellular,3.0,feb,140.0,1.0,366.0,2.0,failure,yes
34.0,management,married,tertiary,no,123.0,no,no,cellular,3.0,feb,301.0,3.0,-1.0,0.0,unknown,yes
78.0,retired,married,unknown,no,4807.0,no,no,telephone,3.0,feb,892.0,2.0,104.0,4.0,success,yes
45.0,admin.,married,secondary,no,205.0,no,no,cellular,3.0,feb,373.0,1.0,92.0,1.0,success,yes
68.0,retired,married,tertiary,no,2812.0,no,no,cellular,3.0,feb,279.0,2.0,181.0,1.0,failure,yes
53.0,management,married,tertiary,no,6571.0,no,no,cellular,3.0,feb,208.0,1.0,-1.0,0.0,unknown,yes
39.0,services,married,secondary,no,2758.0,no,no,cellular,4.0,feb,658.0,3.0,-1.0,0.0,unknown,yes
55.0,management,divorced,tertiary,no,2037.0,no,no,cellular,4.0,feb,305.0,2.0,94.0,3.0,success,yes
32.0,student,single,tertiary,no,0.0,no,no,cellular,4.0,feb,233.0,3.0,276.0,2.0,failure,yes
76.0,retired,married,primary,no,2223.0,no,no,telephone,4.0,feb,429.0,1.0,-1.0,0.0,unknown,yes
35.0,admin.,divorced,secondary,no,1085.0,no,no,cellular,4.0,feb,195.0,6.0,97.0,12.0,other,yes
55.0,admin.,married,secondary,no,602.0,no,no,cellular,4.0,feb,390.0,2.0,150.0,6.0,success,yes
41.0,technician,single,tertiary,no,1646.0,yes,no,cellular,4.0,feb,261.0,1.0,184.0,6.0,success,yes
35.0,unemployed,single,tertiary,no,415.0,no,no,cellular,4.0,feb,649.0,1.0,176.0,1.0,failure,yes
80.0,retired,married,secondary,no,2354.0,no,no,telephone,4.0,feb,739.0,1.0,181.0,2.0,failure,yes
38.0,technician,married,secondary,no,318.0,no,no,cellular,4.0,feb,383.0,1.0,181.0,5.0,failure,yes
48.0,blue-collar,married,secondary,no,1730.0,yes,no,cellular,4.0,feb,489.0,1.0,178.0,2.0,failure,yes
25.0,management,married,unknown,no,448.0,no,no,cellular,5.0,feb,151.0,1.0,297.0,1.0,success,yes
36.0,admin.,single,tertiary,no,994.0,no,no,cellular,5.0,feb,195.0,1.0,176.0,5.0,failure,yes
29.0,housemaid,single,tertiary,no,19.0,no,no,cellular,5.0,feb,110.0,2.0,64.0,2.0,success,yes
58.0,unemployed,married,secondary,no,1625.0,no,no,cellular,5.0,feb,286.0,2.0,-1.0,0.0,unknown,yes
46.0,blue-collar,married,secondary,no,1144.0,yes,no,cellular,8.0,feb,376.0,2.0,129.0,3.0,other,yes
23.0,admin.,single,tertiary,no,897.0,yes,no,cellular,8.0,feb,190.0,2.0,280.0,8.0,failure,yes
67.0,retired,divorced,secondary,no,704.0,no,no,cellular,8.0,feb,186.0,2.0,97.0,1.0,success,yes
30.0,management,married,tertiary,no,1996.0,no,no,cellular,8.0,feb,1133.0,3.0,101.0,1.0,other,yes
22.0,student,single,secondary,no,216.0,no,no,cellular,8.0,feb,363.0,1.0,187.0,1.0,success,yes
45.0,admin.,married,secondary,no,1206.0,no,no,telephone,8.0,feb,309.0,1.0,446.0,3.0,failure,yes
40.0,management,married,tertiary,no,1855.0,no,no,telephone,8.0,feb,78.0,6.0,-1.0,0.0,unknown,yes
35.0,management,married,tertiary,no,62.0,no,no,cellular,8.0,feb,469.0,2.0,185.0,2.0,failure,yes
33.0,student,married,secondary,no,1536.0,no,no,cellular,9.0,feb,359.0,1.0,92.0,3.0,success,yes
60.0,technician,married,secondary,no,824.0,yes,no,cellular,9.0,feb,127.0,1.0,558.0,7.0,other,yes
24.0,student,single,tertiary,no,235.0,no,no,cellular,9.0,feb,98.0,1.0,92.0,1.0,success,yes
18.0,student,single,unknown,no,108.0,no,no,cellular,9.0,feb,92.0,1.0,183.0,1.0,success,yes
65.0,entrepreneur,married,tertiary,no,2331.0,no,no,telephone,9.0,feb,290.0,1.0,92.0,1.0,success,yes
27.0,management,single,tertiary,no,390.0,no,no,cellular,9.0,feb,120.0,2.0,104.0,2.0,failure,yes
35.0,admin.,single,secondary,no,-32.0,no,yes,cellular,9.0,feb,63.0,4.0,182.0,5.0,failure,yes
39.0,blue-collar,single,tertiary,no,172.0,yes,no,cellular,9.0,feb,125.0,2.0,183.0,2.0,failure,yes
53.0,admin.,married,secondary,no,10541.0,no,no,cellular,9.0,feb,164.0,2.0,92.0,1.0,success,yes
23.0,student,single,secondary,no,480.0,no,no,cellular,9.0,feb,742.0,2.0,182.0,1.0,failure,yes
34.0,admin.,married,secondary,no,2374.0,yes,no,cellular,9.0,feb,243.0,2.0,92.0,3.0,success,yes
36.0,management,single,tertiary,no,479.0,no,no,cellular,9.0,feb,629.0,2.0,-1.0,0.0,unknown,yes
52.0,unemployed,married,secondary,no,94.0,no,no,cellular,10.0,feb,153.0,1.0,92.0,13.0,success,yes
36.0,student,single,unknown,no,417.0,no,no,cellular,10.0,feb,151.0,1.0,-1.0,0.0,unknown,yes
61.0,retired,married,tertiary,no,2557.0,yes,no,cellular,10.0,feb,158.0,2.0,92.0,5.0,success,yes
58.0,technician,married,secondary,no,589.0,yes,no,cellular,10.0,feb,511.0,3.0,183.0,6.0,success,yes
48.0,unemployed,divorced,secondary,no,201.0,no,no,cellular,10.0,feb,406.0,2.0,92.0,2.0,success,yes
34.0,management,divorced,tertiary,no,2885.0,no,no,cellular,10.0,feb,314.0,2.0,156.0,4.0,other,yes
58.0,management,married,secondary,no,2155.0,no,yes,cellular,10.0,feb,135.0,2.0,92.0,5.0,success,yes
39.0,technician,divorced,secondary,no,902.0,yes,no,cellular,10.0,feb,691.0,2.0,180.0,5.0,failure,yes
44.0,management,married,tertiary,no,1791.0,no,no,cellular,11.0,feb,71.0,1.0,190.0,1.0,success,yes
54.0,unknown,married,secondary,no,2206.0,no,no,cellular,11.0,feb,449.0,1.0,91.0,3.0,success,yes
27.0,student,single,tertiary,no,5291.0,no,no,cellular,11.0,feb,293.0,1.0,91.0,4.0,success,yes
77.0,retired,married,secondary,no,638.0,no,no,cellular,11.0,feb,288.0,1.0,188.0,1.0,success,yes
30.0,admin.,single,secondary,no,4448.0,no,no,cellular,11.0,feb,112.0,8.0,-1.0,0.0,unknown,yes
61.0,retired,married,tertiary,no,5267.0,no,no,cellular,11.0,feb,226.0,3.0,-1.0,0.0,unknown,yes
76.0,retired,married,primary,no,3324.0,no,no,cellular,11.0,feb,309.0,1.0,90.0,4.0,success,yes
28.0,blue-collar,married,secondary,no,61.0,yes,no,cellular,11.0,feb,253.0,1.0,174.0,4.0,success,yes
35.0,management,married,tertiary,no,0.0,yes,no,cellular,11.0,feb,391.0,2.0,92.0,5.0,success,yes
59.0,technician,married,secondary,no,116.0,no,no,cellular,11.0,feb,268.0,1.0,183.0,7.0,success,yes
42.0,blue-collar,married,secondary,no,413.0,yes,no,cellular,11.0,feb,456.0,2.0,184.0,2.0,success,yes
35.0,self-employed,single,tertiary,no,353.0,no,no,cellular,11.0,feb,352.0,1.0,183.0,1.0,success,yes
71.0,retired,married,secondary,no,1712.0,no,no,cellular,11.0,feb,660.0,1.0,-1.0,0.0,unknown,yes
60.0,retired,married,secondary,no,523.0,no,no,cellular,11.0,feb,467.0,1.0,182.0,3.0,success,yes
34.0,blue-collar,married,secondary,no,1454.0,yes,no,cellular,11.0,feb,231.0,2.0,297.0,2.0,failure,yes
57.0,retired,married,primary,no,9367.0,no,no,cellular,11.0,feb,981.0,1.0,90.0,6.0,success,yes
75.0,retired,married,secondary,no,291.0,no,no,cellular,11.0,feb,515.0,1.0,183.0,1.0,failure,yes
64.0,retired,married,tertiary,no,846.0,no,no,cellular,11.0,feb,671.0,1.0,181.0,3.0,failure,yes
36.0,technician,married,tertiary,no,341.0,no,no,cellular,12.0,feb,419.0,2.0,183.0,1.0,success,yes
29.0,technician,single,secondary,no,113.0,no,no,cellular,12.0,feb,328.0,2.0,183.0,4.0,success,yes
34.0,management,single,tertiary,no,13014.0,no,no,cellular,12.0,feb,637.0,1.0,183.0,1.0,success,yes
26.0,unemployed,single,secondary,no,632.0,no,no,cellular,12.0,feb,218.0,1.0,-1.0,0.0,unknown,yes
41.0,management,married,tertiary,no,27696.0,no,no,cellular,12.0,feb,138.0,2.0,184.0,3.0,success,yes
47.0,blue-collar,married,secondary,no,3715.0,no,no,cellular,12.0,feb,171.0,2.0,182.0,4.0,other,yes
52.0,management,married,tertiary,no,4675.0,no,no,cellular,12.0,feb,181.0,3.0,-1.0,0.0,unknown,yes
32.0,technician,married,secondary,no,3271.0,no,no,cellular,12.0,feb,375.0,1.0,374.0,1.0,other,yes
21.0,student,single,secondary,no,123.0,no,no,telephone,12.0,feb,379.0,5.0,93.0,2.0,success,yes
54.0,technician,married,secondary,no,10185.0,no,no,cellular,12.0,feb,251.0,1.0,186.0,3.0,success,yes
29.0,management,single,tertiary,no,1026.0,no,no,cellular,12.0,feb,138.0,2.0,92.0,2.0,success,yes
32.0,management,married,tertiary,no,905.0,no,no,cellular,12.0,feb,666.0,4.0,-1.0,0.0,unknown,yes
38.0,services,married,secondary,no,775.0,no,no,cellular,12.0,feb,1835.0,3.0,182.0,2.0,success,yes
48.0,unemployed,married,secondary,no,926.0,no,no,cellular,15.0,feb,382.0,4.0,185.0,6.0,success,yes
32.0,technician,married,secondary,no,484.0,yes,no,cellular,15.0,feb,83.0,6.0,187.0,3.0,success,yes
49.0,services,married,primary,no,1830.0,yes,no,cellular,15.0,feb,136.0,1.0,-1.0,0.0,unknown,yes
37.0,management,married,tertiary,no,2987.0,yes,no,cellular,15.0,feb,93.0,1.0,91.0,9.0,failure,yes
37.0,technician,single,tertiary,no,197.0,no,no,cellular,15.0,feb,531.0,1.0,91.0,2.0,success,yes
23.0,student,single,secondary,no,431.0,no,no,cellular,15.0,feb,201.0,3.0,186.0,2.0,success,yes
58.0,admin.,married,secondary,no,169.0,no,no,cellular,15.0,feb,216.0,1.0,91.0,4.0,success,yes
45.0,management,married,tertiary,no,226.0,yes,no,cellular,15.0,feb,91.0,4.0,185.0,6.0,success,yes
30.0,unemployed,single,secondary,no,2424.0,no,no,cellular,15.0,feb,337.0,1.0,95.0,2.0,success,yes
34.0,management,married,tertiary,no,271.0,yes,no,cellular,15.0,feb,308.0,1.0,94.0,4.0,success,yes
27.0,management,single,tertiary,no,-69.0,yes,no,cellular,15.0,feb,205.0,3.0,-1.0,0.0,unknown,yes
28.0,student,single,tertiary,no,1562.0,no,no,cellular,15.0,feb,659.0,4.0,-1.0,0.0,unknown,yes
27.0,blue-collar,single,secondary,no,535.0,no,no,cellular,15.0,feb,171.0,1.0,91.0,2.0,success,yes
34.0,management,single,tertiary,no,2159.0,no,no,unknown,18.0,feb,386.0,1.0,-1.0,0.0,unknown,yes
52.0,technician,married,secondary,no,195.0,yes,no,cellular,18.0,feb,220.0,1.0,63.0,5.0,failure,yes
28.0,technician,single,secondary,no,154.0,yes,no,cellular,18.0,feb,416.0,2.0,-1.0,0.0,unknown,yes
35.0,management,single,tertiary,no,681.0,no,no,cellular,18.0,feb,737.0,1.0,561.0,2.0,success,yes
52.0,services,married,secondary,no,961.0,no,yes,cellular,18.0,feb,222.0,1.0,553.0,4.0,failure,yes
26.0,admin.,single,tertiary,no,2532.0,yes,yes,cellular,18.0,feb,269.0,1.0,-1.0,0.0,unknown,yes
38.0,management,single,tertiary,no,455.0,yes,no,cellular,19.0,feb,255.0,2.0,555.0,6.0,success,yes
59.0,self-employed,married,tertiary,no,2013.0,no,no,cellular,19.0,feb,222.0,4.0,94.0,2.0,success,yes
47.0,blue-collar,married,secondary,no,1568.0,yes,no,cellular,19.0,feb,388.0,1.0,262.0,7.0,success,yes
22.0,student,single,unknown,no,1215.0,no,no,cellular,19.0,feb,145.0,3.0,192.0,1.0,failure,yes
82.0,retired,married,secondary,no,121.0,no,no,telephone,19.0,feb,330.0,1.0,-1.0,0.0,unknown,yes
53.0,management,married,tertiary,no,597.0,no,no,unknown,22.0,feb,392.0,1.0,-1.0,0.0,unknown,yes
39.0,management,single,tertiary,no,763.0,no,no,cellular,22.0,feb,543.0,1.0,189.0,1.0,failure,yes
27.0,unknown,single,unknown,no,326.0,no,no,cellular,22.0,feb,326.0,1.0,-1.0,0.0,unknown,yes
35.0,management,married,tertiary,no,1380.0,no,no,cellular,23.0,feb,155.0,1.0,-1.0,0.0,unknown,yes
80.0,housemaid,married,primary,no,0.0,no,no,cellular,23.0,feb,639.0,1.0,189.0,1.0,failure,yes
47.0,admin.,married,secondary,no,368.0,no,no,cellular,23.0,feb,269.0,1.0,187.0,5.0,success,yes
72.0,retired,divorced,tertiary,no,438.0,no,no,cellular,23.0,feb,279.0,1.0,-1.0,0.0,unknown,yes
45.0,management,single,tertiary,no,483.0,no,no,cellular,23.0,feb,95.0,2.0,265.0,11.0,other,yes
37.0,unemployed,married,tertiary,no,7620.0,no,no,telephone,23.0,feb,367.0,1.0,176.0,6.0,failure,yes
29.0,self-employed,single,tertiary,no,805.0,no,no,cellular,23.0,feb,132.0,1.0,103.0,7.0,failure,yes
40.0,management,single,tertiary,no,0.0,yes,no,cellular,23.0,feb,228.0,2.0,182.0,6.0,failure,yes
20.0,student,single,secondary,no,215.0,no,no,cellular,24.0,feb,175.0,1.0,92.0,6.0,success,yes
48.0,housemaid,married,tertiary,no,5473.0,no,no,cellular,24.0,feb,127.0,2.0,184.0,2.0,success,yes
60.0,admin.,married,secondary,no,106.0,no,no,cellular,24.0,feb,137.0,1.0,187.0,4.0,success,yes
70.0,retired,married,primary,no,2346.0,no,no,cellular,24.0,feb,694.0,1.0,184.0,5.0,failure,yes
78.0,retired,divorced,secondary,no,3219.0,no,no,cellular,24.0,feb,151.0,1.0,-1.0,0.0,unknown,yes
52.0,admin.,single,unknown,no,2227.0,no,no,cellular,24.0,feb,242.0,2.0,-1.0,0.0,unknown,yes
61.0,self-employed,divorced,tertiary,no,6610.0,no,no,cellular,24.0,feb,481.0,2.0,-1.0,0.0,unknown,yes
27.0,services,single,secondary,no,195.0,yes,no,cellular,25.0,feb,416.0,3.0,-1.0,0.0,unknown,yes
63.0,technician,married,secondary,no,973.0,no,no,cellular,25.0,feb,318.0,1.0,388.0,1.0,success,yes
22.0,student,single,secondary,no,948.0,no,no,telephone,25.0,feb,169.0,1.0,191.0,3.0,success,yes
66.0,management,married,unknown,no,2149.0,yes,no,cellular,25.0,feb,98.0,1.0,87.0,10.0,failure,yes
74.0,retired,married,primary,no,1413.0,no,no,cellular,25.0,feb,385.0,2.0,-1.0,0.0,unknown,yes
52.0,technician,married,secondary,no,117.0,no,no,cellular,26.0,feb,959.0,3.0,186.0,6.0,success,yes
71.0,retired,divorced,secondary,no,0.0,no,no,cellular,26.0,feb,771.0,1.0,171.0,1.0,success,yes
33.0,management,married,tertiary,no,71.0,no,no,cellular,26.0,feb,335.0,3.0,102.0,2.0,failure,yes
56.0,technician,married,secondary,no,1938.0,no,yes,cellular,26.0,feb,229.0,1.0,192.0,4.0,success,yes
30.0,management,single,tertiary,no,5359.0,no,no,cellular,26.0,feb,427.0,1.0,191.0,3.0,success,yes
73.0,retired,married,unknown,no,519.0,no,no,telephone,26.0,feb,270.0,3.0,133.0,2.0,success,yes
27.0,technician,single,tertiary,no,1075.0,no,no,cellular,2.0,mar,658.0,1.0,-1.0,0.0,unknown,yes
38.0,services,single,secondary,no,91.0,no,no,cellular,2.0,mar,207.0,1.0,-1.0,0.0,unknown,yes
28.0,technician,single,secondary,no,598.0,yes,no,cellular,2.0,mar,177.0,1.0,288.0,2.0,failure,yes
37.0,management,single,tertiary,no,1027.0,yes,no,cellular,2.0,mar,313.0,1.0,152.0,2.0,success,yes
47.0,technician,married,primary,no,235.0,no,no,cellular,2.0,mar,136.0,2.0,203.0,1.0,other,yes
60.0,retired,divorced,tertiary,no,2.0,no,no,cellular,2.0,mar,228.0,4.0,390.0,2.0,other,yes
42.0,technician,married,secondary,no,4945.0,yes,no,cellular,2.0,mar,311.0,2.0,-1.0,0.0,unknown,yes
27.0,student,single,tertiary,no,311.0,no,no,telephone,2.0,mar,187.0,3.0,322.0,1.0,other,yes
25.0,student,single,secondary,no,154.0,no,no,cellular,3.0,mar,141.0,1.0,180.0,2.0,failure,yes
90.0,retired,divorced,primary,no,712.0,no,no,telephone,3.0,mar,557.0,1.0,-1.0,0.0,unknown,yes
29.0,student,single,unknown,no,7585.0,no,no,cellular,3.0,mar,145.0,2.0,198.0,1.0,failure,yes
29.0,technician,single,tertiary,no,2489.0,yes,no,cellular,3.0,mar,355.0,1.0,86.0,5.0,failure,yes
63.0,retired,married,secondary,no,2896.0,no,no,cellular,4.0,mar,180.0,2.0,-1.0,0.0,unknown,yes
32.0,management,married,tertiary,no,2667.0,yes,no,cellular,4.0,mar,251.0,1.0,181.0,4.0,failure,yes
42.0,management,married,tertiary,no,144.0,no,no,cellular,4.0,mar,148.0,1.0,87.0,4.0,failure,yes
26.0,admin.,single,tertiary,no,760.0,yes,no,cellular,4.0,mar,456.0,2.0,281.0,5.0,success,yes
73.0,retired,single,secondary,no,1050.0,no,no,cellular,4.0,mar,562.0,3.0,181.0,2.0,failure,yes
26.0,student,single,secondary,no,5296.0,no,no,cellular,5.0,mar,229.0,1.0,205.0,1.0,failure,yes
25.0,blue-collar,single,secondary,no,509.0,no,no,cellular,5.0,mar,418.0,1.0,-1.0,0.0,unknown,yes
64.0,retired,married,tertiary,no,1644.0,no,no,telephone,5.0,mar,341.0,4.0,179.0,4.0,success,yes
68.0,retired,married,primary,no,451.0,no,no,cellular,5.0,mar,373.0,1.0,-1.0,0.0,unknown,yes
39.0,services,married,secondary,no,53.0,no,no,unknown,5.0,mar,257.0,1.0,394.0,1.0,failure,yes
40.0,unemployed,single,secondary,no,334.0,no,no,cellular,5.0,mar,219.0,1.0,91.0,6.0,other,yes
37.0,management,married,tertiary,no,6771.0,no,no,cellular,5.0,mar,319.0,1.0,-1.0,0.0,unknown,yes
33.0,management,divorced,tertiary,no,2240.0,no,no,cellular,8.0,mar,264.0,2.0,278.0,1.0,success,yes
83.0,retired,married,tertiary,no,4761.0,no,no,telephone,8.0,mar,659.0,1.0,-1.0,0.0,unknown,yes
31.0,technician,married,tertiary,no,1570.0,yes,no,cellular,8.0,mar,277.0,4.0,286.0,1.0,failure,yes
64.0,unemployed,divorced,secondary,no,588.0,no,no,cellular,8.0,mar,409.0,1.0,-1.0,0.0,unknown,yes
59.0,unemployed,married,secondary,no,957.0,no,no,cellular,8.0,mar,301.0,1.0,89.0,2.0,success,yes
33.0,management,single,tertiary,no,224.0,no,no,cellular,8.0,mar,241.0,2.0,-1.0,0.0,unknown,yes
35.0,management,married,tertiary,no,2161.0,no,no,cellular,9.0,mar,139.0,2.0,181.0,3.0,success,yes
69.0,retired,married,unknown,no,426.0,no,no,telephone,9.0,mar,225.0,1.0,90.0,1.0,success,yes
31.0,management,single,tertiary,no,147.0,no,no,cellular,9.0,mar,469.0,1.0,181.0,2.0,success,yes
73.0,retired,married,primary,no,508.0,no,no,cellular,9.0,mar,176.0,1.0,-1.0,0.0,unknown,yes
35.0,technician,married,secondary,no,294.0,yes,no,cellular,9.0,mar,301.0,1.0,90.0,4.0,success,yes
28.0,management,single,tertiary,no,1825.0,no,no,cellular,9.0,mar,236.0,1.0,-1.0,0.0,unknown,yes
34.0,management,married,tertiary,no,158.0,no,no,cellular,9.0,mar,212.0,3.0,181.0,6.0,success,yes
33.0,management,married,tertiary,no,0.0,yes,no,cellular,9.0,mar,305.0,1.0,326.0,1.0,success,yes
36.0,services,married,secondary,no,4721.0,no,no,cellular,9.0,mar,288.0,2.0,90.0,3.0,success,yes
44.0,management,married,unknown,no,282.0,no,no,cellular,9.0,mar,700.0,2.0,154.0,3.0,success,yes
19.0,student,single,unknown,no,108.0,no,no,cellular,9.0,mar,273.0,2.0,182.0,1.0,success,yes
28.0,management,single,tertiary,no,187.0,no,no,cellular,9.0,mar,295.0,1.0,-1.0,0.0,unknown,yes
51.0,blue-collar,married,primary,no,3764.0,no,no,telephone,9.0,mar,450.0,3.0,181.0,6.0,success,yes
52.0,unemployed,married,secondary,no,1416.0,no,no,cellular,10.0,mar,436.0,2.0,182.0,1.0,success,yes
61.0,retired,married,secondary,no,2801.0,yes,yes,cellular,10.0,mar,239.0,1.0,-1.0,0.0,unknown,yes
39.0,management,married,tertiary,no,494.0,no,no,cellular,10.0,mar,106.0,2.0,478.0,3.0,failure,yes
37.0,unemployed,married,secondary,no,1978.0,no,no,cellular,11.0,mar,335.0,1.0,-1.0,0.0,unknown,yes
80.0,retired,married,primary,no,155.0,no,no,telephone,12.0,mar,290.0,1.0,93.0,2.0,success,yes
61.0,admin.,married,secondary,no,4608.0,no,no,cellular,12.0,mar,212.0,1.0,-1.0,0.0,unknown,yes
72.0,retired,married,secondary,no,951.0,no,yes,cellular,12.0,mar,229.0,3.0,339.0,1.0,failure,yes
36.0,management,married,tertiary,no,495.0,no,no,cellular,12.0,mar,213.0,3.0,182.0,6.0,success,yes
74.0,retired,married,tertiary,no,1843.0,no,no,cellular,15.0,mar,192.0,1.0,185.0,2.0,success,yes
35.0,blue-collar,married,secondary,no,262.0,no,no,cellular,15.0,mar,427.0,1.0,181.0,3.0,success,yes
82.0,retired,divorced,primary,no,0.0,no,no,telephone,15.0,mar,506.0,2.0,195.0,1.0,other,yes
71.0,retired,married,tertiary,no,3561.0,no,no,telephone,15.0,mar,577.0,7.0,-1.0,0.0,unknown,yes
38.0,housemaid,single,secondary,no,465.0,yes,no,cellular,16.0,mar,180.0,1.0,302.0,3.0,success,yes
38.0,management,married,unknown,no,76.0,no,no,cellular,16.0,mar,261.0,1.0,-1.0,0.0,unknown,yes
53.0,admin.,married,secondary,no,1796.0,no,no,telephone,16.0,mar,295.0,1.0,91.0,2.0,success,yes
29.0,management,single,tertiary,no,874.0,yes,no,cellular,16.0,mar,231.0,1.0,181.0,2.0,success,yes
64.0,retired,married,primary,no,2140.0,no,no,cellular,16.0,mar,881.0,3.0,155.0,2.0,failure,yes
35.0,unemployed,single,secondary,no,295.0,no,no,unknown,17.0,mar,473.0,1.0,-1.0,0.0,unknown,yes
35.0,admin.,married,secondary,no,304.0,no,no,cellular,18.0,mar,237.0,1.0,-1.0,0.0,unknown,yes
46.0,management,divorced,tertiary,no,624.0,no,no,cellular,18.0,mar,420.0,1.0,276.0,1.0,other,yes
25.0,blue-collar,single,secondary,no,303.0,no,no,cellular,18.0,mar,265.0,1.0,-1.0,0.0,unknown,yes
59.0,management,married,tertiary,no,3342.0,no,no,cellular,18.0,mar,467.0,2.0,188.0,6.0,other,yes
35.0,technician,single,secondary,no,1227.0,no,no,cellular,18.0,mar,593.0,4.0,90.0,6.0,other,yes
22.0,technician,single,secondary,no,283.0,yes,no,cellular,22.0,mar,254.0,2.0,-1.0,0.0,unknown,yes
31.0,management,single,tertiary,no,3384.0,no,no,cellular,22.0,mar,247.0,3.0,187.0,3.0,success,yes
43.0,management,divorced,tertiary,no,2367.0,no,no,cellular,22.0,mar,173.0,2.0,181.0,4.0,success,yes
35.0,management,single,tertiary,no,5958.0,yes,no,cellular,22.0,mar,215.0,1.0,-1.0,0.0,unknown,yes
60.0,admin.,married,secondary,no,3735.0,no,no,cellular,22.0,mar,248.0,1.0,90.0,10.0,success,yes
54.0,management,married,secondary,no,2693.0,no,no,cellular,22.0,mar,222.0,1.0,188.0,6.0,other,yes
29.0,self-employed,single,tertiary,no,655.0,no,no,cellular,23.0,mar,273.0,1.0,-1.0,0.0,unknown,yes
30.0,student,single,secondary,no,1681.0,no,no,cellular,23.0,mar,128.0,1.0,106.0,2.0,success,yes
28.0,management,single,tertiary,no,866.0,no,no,cellular,23.0,mar,191.0,2.0,-1.0,0.0,unknown,yes
43.0,services,married,secondary,no,774.0,no,no,cellular,25.0,mar,101.0,1.0,421.0,1.0,success,yes
62.0,management,married,tertiary,no,3371.0,no,no,cellular,25.0,mar,187.0,1.0,178.0,2.0,success,yes
57.0,management,married,tertiary,no,10583.0,no,no,cellular,25.0,mar,272.0,1.0,178.0,6.0,success,yes
33.0,management,single,tertiary,no,4176.0,no,no,cellular,26.0,mar,288.0,3.0,-1.0,0.0,unknown,yes
47.0,management,single,tertiary,no,334.0,yes,no,cellular,26.0,mar,360.0,1.0,326.0,8.0,failure,yes
