marital,education,balance,housing,loan,duration,campaign,previous,poutcome,deposit
divorced,tertiary,4.0,yes,no,415.0,1.0,5.0,failure,yes
single,secondary,1165.0,no,no,244.0,2.0,1.0,success,yes
divorced,tertiary,4708.0,no,no,284.0,1.0,1.0,failure,yes
married,tertiary,2820.0,no,no,154.0,1.0,2.0,failure,yes
married,tertiary,1147.0,no,no,155.0,1.0,3.0,success,yes
married,primary,980.0,yes,no,352.0,1.0,0.0,unknown,yes
married,secondary,2983.0,no,no,472.0,1.0,0.0,unknown,yes
single,secondary,339.0,no,no,350.0,1.0,1.0,success,yes
married,unknown,1940.0,no,no,705.0,2.0,0.0,unknown,yes
single,tertiary,1445.0,no,no,271.0,2.0,0.0,unknown,yes
single,tertiary,294.0,no,no,208.0,2.0,0.0,unknown,yes
single,tertiary,11891.0,no,no,821.0,5.0,1.0,success,yes
single,unknown,78.0,no,no,232.0,3.0,2.0,failure,yes
single,secondary,733.0,yes,no,360.0,2.0,5.0,success,yes
divorced,primary,5028.0,no,no,696.0,10.0,0.0,unknown,yes
married,tertiary,481.0,no,no,929.0,5.0,1.0,unknown,yes
single,secondary,314.0,no,no,415.0,2.0,4.0,failure,yes
married,secondary,684.0,yes,no,620.0,3.0,0.0,unknown,yes
single,secondary,1681.0,no,no,329.0,2.0,0.0,unknown,yes
married,secondary,10250.0,yes,no,254.0,3.0,2.0,unknown,yes
married,tertiary,254.0,no,no,288.0,7.0,4.0,success,yes
married,secondary,0.0,yes,no,179.0,1.0,1.0,success,yes
married,secondary,307.0,no,no,854.0,1.0,0.0,unknown,yes
married,secondary,957.0,no,no,479.0,2.0,0.0,unknown,yes
married,primary,155.0,no,no,343.0,2.0,0.0,unknown,yes
single,secondary,614.0,no,no,595.0,1.0,0.0,unknown,yes
married,unknown,426.0,no,no,395.0,1.0,0.0,unknown,yes
married,secondary,8304.0,no,no,456.0,2.0,9.0,success,yes
married,secondary,4721.0,no,no,149.0,3.0,0.0,unknown,yes
married,tertiary,395.0,no,no,336.0,5.0,0.0,unknown,yes
married,secondary,3588.0,yes,no,429.0,1.0,0.0,unknown,yes
married,unknown,2540.0,no,no,441.0,2.0,1.0,unknown,yes
single,tertiary,4402.0,no,no,805.0,1.0,1.0,unknown,yes
married,tertiary,256.0,no,no,422.0,1.0,3.0,success,yes
married,primary,43.0,no,no,232.0,1.0,0.0,unknown,yes
married,primary,3856.0,no,no,582.0,4.0,1.0,unknown,yes
married,primary,3025.0,no,no,166.0,3.0,3.0,unknown,yes
married,secondary,2326.0,no,no,420.0,1.0,2.0,failure,yes
married,tertiary,925.0,no,no,321.0,3.0,4.0,success,yes
married,tertiary,1961.0,no,no,351.0,1.0,0.0,unknown,yes
married,tertiary,2037.0,no,no,324.0,2.0,0.0,unknown,yes
single,secondary,459.0,no,no,279.0,3.0,19.0,unknown,yes
single,tertiary,572.0,no,no,314.0,1.0,1.0,success,yes
divorced,secondary,452.0,no,no,443.0,1.0,0.0,unknown,yes
married,secondary,5313.0,no,no,283.0,2.0,1.0,success,yes
married,secondary,1533.0,no,no,546.0,2.0,0.0,unknown,yes
married,secondary,1337.0,no,no,330.0,2.0,3.0,success,yes
divorced,unknown,2986.0,no,no,222.0,2.0,1.0,failure,yes
married,primary,1230.0,no,no,726.0,3.0,0.0,unknown,yes
single,secondary,538.0,no,no,170.0,4.0,2.0,success,yes
married,tertiary,5108.0,yes,no,406.0,1.0,2.0,failure,yes
divorced,secondary,1341.0,no,no,415.0,7.0,0.0,unknown,yes
married,secondary,320.0,no,no,294.0,3.0,4.0,success,yes
single,secondary,131.0,yes,no,322.0,1.0,1.0,success,yes
married,primary,2074.0,no,no,467.0,1.0,2.0,success,yes
married,secondary,1443.0,no,no,2062.0,2.0,1.0,success,yes
married,tertiary,3338.0,yes,no,264.0,2.0,0.0,unknown,yes
married,tertiary,661.0,no,no,367.0,2.0,2.0,failure,yes
divorced,secondary,7105.0,no,no,321.0,2.0,0.0,unknown,yes
married,secondary,3735.0,no,no,190.0,1.0,9.0,success,yes
single,tertiary,538.0,no,no,410.0,3.0,2.0,unknown,yes
married,primary,4657.0,no,no,305.0,3.0,5.0,success,yes
married,primary,5.0,no,no,282.0,1.0,1.0,success,yes
divorced,secondary,230.0,no,no,422.0,2.0,0.0,unknown,yes
married,tertiary,1808.0,no,no,250.0,3.0,0.0,unknown,yes
married,secondary,81204.0,no,no,679.0,1.0,2.0,unknown,yes
single,tertiary,25.0,yes,no,315.0,1.0,2.0,success,yes
married,tertiary,2551.0,no,no,400.0,3.0,0.0,unknown,yes
married,secondary,11303.0,no,no,473.0,2.0,2.0,failure,yes
married,unknown,2724.0,no,no,893.0,1.0,0.0,unknown,yes
single,unknown,755.0,no,no,284.0,1.0,0.0,unknown,yes
single,secondary,870.0,no,no,296.0,1.0,4.0,success,yes
married,secondary,978.0,no,no,1370.0,3.0,3.0,success,yes
married,secondary,544.0,no,no,63.0,3.0,9.0,success,yes
divorced,tertiary,461.0,no,no,369.0,2.0,0.0,unknown,yes
married,primary,2795.0,no,no,301.0,2.0,0.0,unknown,yes
single,secondary,139.0,no,yes,202.0,1.0,1.0,success,yes
married,secondary,1044.0,no,no,585.0,1.0,2.0,success,yes
married,tertiary,6513.0,yes,no,170.0,1.0,1.0,unknown,yes
married,primary,1388.0,no,no,767.0,2.0,1.0,success,yes
single,secondary,15.0,no,no,377.0,1.0,0.0,unknown,yes
single,secondary,2544.0,no,no,229.0,1.0,2.0,success,yes
single,secondary,2007.0,no,no,265.0,2.0,0.0,unknown,yes
married,tertiary,2166.0,no,no,316.0,2.0,0.0,unknown,yes
single,tertiary,4579.0,no,no,409.0,2.0,0.0,unknown,yes
single,secondary,2488.0,no,no,661.0,2.0,1.0,success,yes
married,primary,2190.0,no,no,512.0,2.0,0.0,unknown,yes
single,secondary,254.0,no,no,143.0,2.0,0.0,unknown,yes
single,tertiary,1579.0,no,no,163.0,1.0,3.0,failure,yes
married,tertiary,330.0,no,no,260.0,1.0,2.0,success,yes
married,secondary,938.0,no,no,380.0,3.0,0.0,unknown,yes
single,unknown,5372.0,yes,no,248.0,3.0,0.0,unknown,yes
single,secondary,3176.0,no,no,108.0,2.0,0.0,unknown,yes
divorced,tertiary,496.0,no,no,452.0,3.0,0.0,unknown,yes
single,tertiary,0.0,no,no,187.0,7.0,0.0,unknown,yes
divorced,primary,482.0,no,no,372.0,1.0,2.0,success,yes
married,secondary,180.0,no,no,183.0,1.0,4.0,unknown,yes
married,primary,4198.0,no,no,309.0,1.0,10.0,success,yes
married,secondary,817.0,no,no,517.0,1.0,4.0,success,yes
married,secondary,5021.0,no,no,233.0,1.0,0.0,unknown,yes
married,unknown,991.0,no,no,589.0,2.0,0.0,unknown,yes
single,secondary,133.0,no,no,305.0,2.0,1.0,success,yes
married,secondary,366.0,no,no,366.0,2.0,0.0,unknown,yes
divorced,tertiary,979.0,yes,no,295.0,3.0,1.0,failure,yes
single,secondary,4803.0,no,no,396.0,2.0,0.0,unknown,yes
married,primary,8556.0,no,no,326.0,2.0,2.0,success,yes
married,secondary,588.0,no,no,366.0,1.0,2.0,failure,yes
married,secondary,994.0,yes,no,453.0,1.0,9.0,success,yes
married,secondary,820.0,no,no,262.0,1.0,1.0,success,yes
married,secondary,203.0,no,no,353.0,1.0,1.0,success,yes
married,secondary,86.0,no,no,639.0,1.0,1.0,success,yes
married,tertiary,2855.0,no,no,240.0,1.0,3.0,failure,yes
married,secondary,474.0,no,no,423.0,1.0,0.0,unknown,yes
married,primary,7005.0,yes,no,696.0,1.0,2.0,success,yes
married,unknown,775.0,no,no,164.0,4.0,3.0,success,yes
married,secondary,4112.0,no,no,1616.0,1.0,2.0,success,yes
single,secondary,255.0,no,no,143.0,1.0,0.0,unknown,yes
single,unknown,942.0,no,no,245.0,1.0,2.0,success,yes
divorced,secondary,1180.0,no,no,142.0,1.0,3.0,unknown,yes
married,secondary,992.0,yes,no,342.0,1.0,2.0,success,yes
divorced,secondary,70.0,no,no,164.0,4.0,4.0,success,yes
married,unknown,4629.0,yes,no,181.0,1.0,1.0,success,yes
single,unknown,829.0,no,no,196.0,3.0,2.0,success,yes
married,secondary,0.0,no,no,366.0,1.0,10.0,failure,yes
married,secondary,2776.0,yes,no,701.0,1.0,0.0,unknown,yes
married,primary,279.0,no,no,399.0,3.0,0.0,unknown,yes
single,tertiary,129.0,no,no,918.0,1.0,1.0,success,yes
married,tertiary,157.0,no,no,417.0,4.0,0.0,unknown,yes
married,secondary,659.0,no,no,390.0,4.0,1.0,success,yes
married,secondary,2493.0,no,no,293.0,2.0,0.0,unknown,yes
married,tertiary,3949.0,no,no,130.0,2.0,0.0,unknown,yes
married,primary,997.0,no,no,151.0,1.0,3.0,success,yes
married,tertiary,1699.0,no,no,202.0,1.0,3.0,success,yes
married,tertiary,1181.0,no,no,186.0,1.0,1.0,failure,yes
married,secondary,0.0,no,no,161.0,1.0,2.0,failure,yes
married,tertiary,0.0,no,no,155.0,2.0,0.0,unknown,yes
married,tertiary,1948.0,no,no,216.0,1.0,4.0,success,yes
married,primary,306.0,no,no,223.0,1.0,0.0,unknown,yes
married,secondary,18967.0,yes,no,177.0,2.0,0.0,unknown,yes
single,secondary,261.0,yes,yes,254.0,3.0,6.0,success,yes
divorced,primary,694.0,no,no,144.0,1.0,1.0,unknown,yes
married,tertiary,202.0,no,no,313.0,1.0,3.0,failure,yes
single,tertiary,4831.0,no,no,479.0,11.0,0.0,unknown,yes
married,unknown,264.0,no,no,265.0,1.0,0.0,unknown,yes
single,secondary,278.0,no,no,563.0,5.0,0.0,unknown,yes
married,tertiary,7802.0,no,no,483.0,2.0,0.0,unknown,yes
married,primary,3629.0,no,no,474.0,1.0,2.0,unknown,yes
married,tertiary,547.0,no,no,577.0,1.0,0.0,unknown,yes
single,unknown,4468.0,no,no,204.0,1.0,0.0,unknown,yes
married,secondary,1989.0,no,no,336.0,2.0,2.0,failure,yes
married,unknown,2645.0,no,no,219.0,2.0,0.0,unknown,yes
single,tertiary,4060.0,no,no,179.0,1.0,1.0,unknown,yes
married,secondary,303.0,yes,no,355.0,1.0,5.0,success,yes
married,primary,2600.0,no,no,443.0,2.0,3.0,success,yes
married,tertiary,1818.0,yes,yes,508.0,1.0,4.0,failure,yes
single,secondary,728.0,no,no,129.0,1.0,2.0,unknown,yes
married,secondary,955.0,no,yes,153.0,1.0,3.0,success,yes
single,secondary,265.0,yes,yes,140.0,1.0,2.0,failure,yes
married,tertiary,123.0,no,no,301.0,3.0,0.0,unknown,yes
married,unknown,4807.0,no,no,892.0,2.0,4.0,success,yes
married,secondary,205.0,no,no,373.0,1.0,1.0,success,yes
married,tertiary,2812.0,no,no,279.0,2.0,1.0,failure,yes
married,tertiary,6571.0,no,no,208.0,1.0,0.0,unknown,yes
married,secondary,2758.0,no,no,658.0,3.0,0.0,unknown,yes
divorced,tertiary,2037.0,no,no,305.0,2.0,3.0,success,yes
single,tertiary,0.0,no,no,233.0,3.0,2.0,failure,yes
married,primary,2223.0,no,no,429.0,1.0,0.0,unknown,yes
divorced,secondary,1085.0,no,no,195.0,6.0,12.0,unknown,yes
married,secondary,602.0,no,no,390.0,2.0,6.0,success,yes
single,tertiary,1646.0,yes,no,261.0,1.0,6.0,success,yes
single,tertiary,415.0,no,no,649.0,1.0,1.0,failure,yes
married,secondary,2354.0,no,no,739.0,1.0,2.0,failure,yes
married,secondary,318.0,no,no,383.0,1.0,5.0,failure,yes
married,secondary,1730.0,yes,no,489.0,1.0,2.0,failure,yes
married,unknown,448.0,no,no,151.0,1.0,1.0,success,yes
single,tertiary,994.0,no,no,195.0,1.0,5.0,failure,yes
single,tertiary,19.0,no,no,110.0,2.0,2.0,success,yes
married,secondary,1625.0,no,no,286.0,2.0,0.0,unknown,yes
married,secondary,1144.0,yes,no,376.0,2.0,3.0,unknown,yes
single,tertiary,897.0,yes,no,190.0,2.0,8.0,failure,yes
divorced,secondary,704.0,no,no,186.0,2.0,1.0,success,yes
married,tertiary,1996.0,no,no,1133.0,3.0,1.0,unknown,yes
single,secondary,216.0,no,no,363.0,1.0,1.0,success,yes
married,secondary,1206.0,no,no,309.0,1.0,3.0,failure,yes
married,tertiary,1855.0,no,no,78.0,6.0,0.0,unknown,yes
married,tertiary,62.0,no,no,469.0,2.0,2.0,failure,yes
married,secondary,1536.0,no,no,359.0,1.0,3.0,success,yes
married,secondary,824.0,yes,no,127.0,1.0,7.0,unknown,yes
single,tertiary,235.0,no,no,98.0,1.0,1.0,success,yes
single,unknown,108.0,no,no,92.0,1.0,1.0,success,yes
married,tertiary,2331.0,no,no,290.0,1.0,1.0,success,yes
single,tertiary,390.0,no,no,120.0,2.0,2.0,failure,yes
single,secondary,-32.0,no,yes,63.0,4.0,5.0,failure,yes
single,tertiary,172.0,yes,no,125.0,2.0,2.0,failure,yes
married,secondary,10541.0,no,no,164.0,2.0,1.0,success,yes
single,secondary,480.0,no,no,742.0,2.0,1.0,failure,yes
married,secondary,2374.0,yes,no,243.0,2.0,3.0,success,yes
single,tertiary,479.0,no,no,629.0,2.0,0.0,unknown,yes
married,secondary,94.0,no,no,153.0,1.0,13.0,success,yes
single,unknown,417.0,no,no,151.0,1.0,0.0,unknown,yes
divorced,secondary,201.0,no,no,406.0,2.0,2.0,success,yes
married,secondary,2155.0,no,yes,135.0,2.0,5.0,success,yes
divorced,secondary,902.0,yes,no,691.0,2.0,5.0,failure,yes
married,tertiary,1791.0,no,no,71.0,1.0,1.0,success,yes
married,secondary,2206.0,no,no,449.0,1.0,3.0,success,yes
single,tertiary,5291.0,no,no,293.0,1.0,4.0,success,yes
married,secondary,638.0,no,no,288.0,1.0,1.0,success,yes
single,secondary,4448.0,no,no,112.0,8.0,0.0,unknown,yes
married,tertiary,5267.0,no,no,226.0,3.0,0.0,unknown,yes
married,primary,3324.0,no,no,309.0,1.0,4.0,success,yes
married,secondary,61.0,yes,no,253.0,1.0,4.0,success,yes
married,tertiary,0.0,yes,no,391.0,2.0,5.0,success,yes
married,secondary,116.0,no,no,268.0,1.0,7.0,success,yes
married,secondary,413.0,yes,no,456.0,2.0,2.0,success,yes
single,tertiary,353.0,no,no,352.0,1.0,1.0,success,yes
married,secondary,1712.0,no,no,660.0,1.0,0.0,unknown,yes
married,secondary,523.0,no,no,467.0,1.0,3.0,success,yes
married,secondary,1454.0,yes,no,231.0,2.0,2.0,failure,yes
married,primary,9367.0,no,no,981.0,1.0,6.0,success,yes
married,secondary,291.0,no,no,515.0,1.0,1.0,failure,yes
married,tertiary,341.0,no,no,419.0,2.0,1.0,success,yes
single,secondary,113.0,no,no,328.0,2.0,4.0,success,yes
single,secondary,632.0,no,no,218.0,1.0,0.0,unknown,yes
married,tertiary,27696.0,no,no,138.0,2.0,3.0,success,yes
married,tertiary,4675.0,no,no,181.0,3.0,0.0,unknown,yes
married,secondary,3271.0,no,no,375.0,1.0,1.0,unknown,yes
single,secondary,123.0,no,no,379.0,5.0,2.0,success,yes
married,secondary,10185.0,no,no,251.0,1.0,3.0,success,yes
single,tertiary,1026.0,no,no,138.0,2.0,2.0,success,yes
married,tertiary,905.0,no,no,666.0,4.0,0.0,unknown,yes
married,secondary,775.0,no,no,1835.0,3.0,2.0,success,yes
married,secondary,926.0,no,no,382.0,4.0,6.0,success,yes
married,tertiary,349.0,no,no,295.0,2.0,1.0,failure,yes
married,secondary,484.0,yes,no,83.0,6.0,3.0,success,yes
married,primary,1830.0,yes,no,136.0,1.0,0.0,unknown,yes
married,tertiary,2987.0,yes,no,93.0,1.0,9.0,failure,yes
single,tertiary,197.0,no,no,531.0,1.0,2.0,success,yes
single,secondary,431.0,no,no,201.0,3.0,2.0,success,yes
married,secondary,169.0,no,no,216.0,1.0,4.0,success,yes
married,tertiary,226.0,yes,no,91.0,4.0,6.0,success,yes
single,secondary,2424.0,no,no,337.0,1.0,2.0,success,yes
single,secondary,1234.0,no,no,379.0,1.0,1.0,success,yes
married,tertiary,271.0,yes,no,308.0,1.0,4.0,success,yes
single,tertiary,-69.0,yes,no,205.0,3.0,0.0,unknown,yes
single,tertiary,1562.0,no,no,659.0,4.0,0.0,unknown,yes
divorced,tertiary,52587.0,no,no,394.0,3.0,1.0,success,yes
single,secondary,535.0,no,no,171.0,1.0,2.0,success,yes
single,tertiary,2159.0,no,no,386.0,1.0,0.0,unknown,yes
married,secondary,195.0,yes,no,220.0,1.0,5.0,failure,yes
single,secondary,154.0,yes,no,416.0,2.0,0.0,unknown,yes
single,tertiary,681.0,no,no,737.0,1.0,2.0,success,yes
married,secondary,2326.0,no,yes,232.0,1.0,1.0,success,yes
single,tertiary,2532.0,yes,yes,269.0,1.0,0.0,unknown,yes
single,tertiary,455.0,yes,no,255.0,2.0,6.0,success,yes
married,tertiary,2013.0,no,no,222.0,4.0,2.0,success,yes
married,secondary,1568.0,yes,no,388.0,1.0,7.0,success,yes
single,unknown,1215.0,no,no,145.0,3.0,1.0,failure,yes
married,secondary,121.0,no,no,330.0,1.0,0.0,unknown,yes
divorced,secondary,1.0,no,no,302.0,1.0,1.0,success,yes
married,tertiary,597.0,no,no,392.0,1.0,0.0,unknown,yes
single,unknown,326.0,no,no,326.0,1.0,0.0,unknown,yes
married,tertiary,1380.0,no,no,155.0,1.0,0.0,unknown,yes
married,primary,0.0,no,no,639.0,1.0,1.0,failure,yes
married,secondary,368.0,no,no,269.0,1.0,5.0,success,yes
divorced,tertiary,438.0,no,no,279.0,1.0,0.0,unknown,yes
single,tertiary,483.0,no,no,95.0,2.0,11.0,unknown,yes
married,tertiary,7620.0,no,no,367.0,1.0,6.0,failure,yes
single,tertiary,805.0,no,no,132.0,1.0,7.0,failure,yes
married,tertiary,302.0,yes,yes,61.0,1.0,2.0,failure,yes
single,secondary,215.0,no,no,175.0,1.0,6.0,success,yes
married,secondary,106.0,no,no,137.0,1.0,4.0,success,yes
single,unknown,2227.0,no,no,242.0,2.0,0.0,unknown,yes
divorced,tertiary,6610.0,no,no,481.0,2.0,0.0,unknown,yes
single,secondary,195.0,yes,no,416.0,3.0,0.0,unknown,yes
married,secondary,973.0,no,no,318.0,1.0,1.0,success,yes
married,secondary,7766.0,yes,no,1422.0,1.0,1.0,failure,yes
single,secondary,948.0,no,no,169.0,1.0,3.0,success,yes
married,unknown,2149.0,yes,no,98.0,1.0,10.0,failure,yes
married,primary,1413.0,no,no,385.0,2.0,0.0,unknown,yes
married,secondary,117.0,no,no,959.0,3.0,6.0,success,yes
divorced,secondary,0.0,no,no,771.0,1.0,1.0,success,yes
married,tertiary,71.0,no,no,335.0,3.0,2.0,failure,yes
married,secondary,1938.0,no,yes,229.0,1.0,4.0,success,yes
single,tertiary,5359.0,no,no,427.0,1.0,3.0,success,yes
married,unknown,519.0,no,no,270.0,3.0,2.0,success,yes
single,secondary,-46.0,yes,no,525.0,1.0,11.0,failure,yes
single,tertiary,1075.0,no,no,658.0,1.0,0.0,unknown,yes
single,secondary,91.0,no,no,207.0,1.0,0.0,unknown,yes
single,tertiary,1027.0,yes,no,313.0,1.0,2.0,success,yes
married,primary,235.0,no,no,136.0,2.0,1.0,unknown,yes
divorced,tertiary,2.0,no,no,228.0,4.0,2.0,unknown,yes
married,secondary,4945.0,yes,no,311.0,2.0,0.0,unknown,yes
single,tertiary,311.0,no,no,187.0,3.0,1.0,unknown,yes
single,secondary,154.0,no,no,141.0,1.0,2.0,failure,yes
divorced,primary,712.0,no,no,557.0,1.0,0.0,unknown,yes
single,unknown,7585.0,no,no,145.0,2.0,1.0,failure,yes
single,tertiary,2489.0,yes,no,355.0,1.0,5.0,failure,yes
married,secondary,2896.0,no,no,180.0,2.0,0.0,unknown,yes
single,tertiary,354.0,no,no,177.0,2.0,5.0,unknown,yes
married,tertiary,2667.0,yes,no,251.0,1.0,4.0,failure,yes
married,tertiary,144.0,no,no,148.0,1.0,4.0,failure,yes
single,tertiary,760.0,yes,no,456.0,2.0,5.0,success,yes
single,secondary,1050.0,no,no,562.0,3.0,2.0,failure,yes
married,secondary,12980.0,no,no,115.0,1.0,0.0,unknown,yes
single,secondary,509.0,no,no,418.0,1.0,0.0,unknown,yes
married,tertiary,1644.0,no,no,341.0,4.0,4.0,success,yes
married,secondary,53.0,no,no,257.0,1.0,1.0,failure,yes
single,secondary,334.0,no,no,219.0,1.0,6.0,unknown,yes
married,tertiary,6771.0,no,no,319.0,1.0,0.0,unknown,yes
married,secondary,52.0,yes,no,498.0,2.0,7.0,success,yes
divorced,tertiary,2240.0,no,no,264.0,2.0,1.0,success,yes
married,tertiary,4761.0,no,no,659.0,1.0,0.0,unknown,yes
married,tertiary,1570.0,yes,no,277.0,4.0,1.0,failure,yes
divorced,secondary,588.0,no,no,409.0,1.0,0.0,unknown,yes
married,secondary,957.0,no,no,301.0,1.0,2.0,success,yes
single,tertiary,224.0,no,no,241.0,2.0,0.0,unknown,yes
married,tertiary,2161.0,no,no,139.0,2.0,3.0,success,yes
married,unknown,426.0,no,no,225.0,1.0,1.0,success,yes
single,tertiary,147.0,no,no,469.0,1.0,2.0,success,yes
married,primary,508.0,no,no,176.0,1.0,0.0,unknown,yes
married,secondary,294.0,yes,no,301.0,1.0,4.0,success,yes
single,tertiary,1825.0,no,no,236.0,1.0,0.0,unknown,yes
married,tertiary,158.0,no,no,212.0,3.0,6.0,success,yes
married,tertiary,0.0,yes,no,305.0,1.0,1.0,success,yes
married,secondary,4721.0,no,no,288.0,2.0,3.0,success,yes
married,unknown,282.0,no,no,700.0,2.0,3.0,success,yes
single,unknown,108.0,no,no,273.0,2.0,1.0,success,yes
married,primary,3764.0,no,no,450.0,3.0,6.0,success,yes
married,secondary,1416.0,no,no,436.0,2.0,1.0,success,yes
married,secondary,2801.0,yes,yes,239.0,1.0,0.0,unknown,yes
married,tertiary,494.0,no,no,106.0,2.0,3.0,failure,yes
married,secondary,1978.0,no,no,335.0,1.0,0.0,unknown,yes
married,primary,155.0,no,no,290.0,1.0,2.0,success,yes
married,secondary,4608.0,no,no,212.0,1.0,0.0,unknown,yes
married,secondary,951.0,no,yes,229.0,3.0,1.0,failure,yes
married,tertiary,495.0,no,no,213.0,3.0,6.0,success,yes
married,tertiary,1843.0,no,no,192.0,1.0,2.0,success,yes
married,secondary,262.0,no,no,427.0,1.0,3.0,success,yes
divorced,primary,0.0,no,no,506.0,2.0,1.0,unknown,yes
married,tertiary,3561.0,no,no,577.0,7.0,0.0,unknown,yes
single,secondary,465.0,yes,no,180.0,1.0,3.0,success,yes
married,unknown,76.0,no,no,261.0,1.0,0.0,unknown,yes
married,secondary,1796.0,no,no,295.0,1.0,2.0,success,yes
single,tertiary,874.0,yes,no,231.0,1.0,2.0,success,yes
married,primary,2140.0,no,no,881.0,3.0,2.0,failure,yes
single,secondary,295.0,no,no,473.0,1.0,0.0,unknown,yes
married,secondary,304.0,no,no,237.0,1.0,0.0,unknown,yes
divorced,tertiary,624.0,no,no,420.0,1.0,1.0,unknown,yes
single,secondary,303.0,no,no,265.0,1.0,0.0,unknown,yes
married,tertiary,273.0,yes,no,910.0,2.0,4.0,success,yes
married,tertiary,3342.0,no,no,467.0,2.0,6.0,unknown,yes
single,secondary,1227.0,no,no,593.0,4.0,6.0,unknown,yes
single,secondary,283.0,yes,no,254.0,2.0,0.0,unknown,yes
divorced,tertiary,2367.0,no,no,173.0,2.0,4.0,success,yes
single,tertiary,5958.0,yes,no,215.0,1.0,0.0,unknown,yes
married,secondary,3735.0,no,no,248.0,1.0,10.0,success,yes
married,secondary,2693.0,no,no,222.0,1.0,6.0,unknown,yes
single,tertiary,655.0,no,no,273.0,1.0,0.0,unknown,yes
single,secondary,1681.0,no,no,128.0,1.0,2.0,success,yes
single,tertiary,866.0,no,no,191.0,2.0,0.0,unknown,yes
married,secondary,774.0,no,no,101.0,1.0,1.0,success,yes
married,secondary,2678.0,no,no,156.0,1.0,0.0,unknown,yes
married,tertiary,3371.0,no,no,187.0,1.0,2.0,success,yes
married,tertiary,10583.0,no,no,272.0,1.0,6.0,success,yes
single,tertiary,4176.0,no,no,288.0,3.0,0.0,unknown,yes
single,tertiary,334.0,yes,no,360.0,1.0,8.0,failure,yes
single,tertiary,393.0,no,no,281.0,1.0,0.0,unknown,yes
single,tertiary,916.0,no,no,92.0,2.0,2.0,success,yes
single,tertiary,832.0,no,no,433.0,3.0,1.0,failure,yes
divorced,tertiary,3287.0,no,no,277.0,2.0,1.0,success,yes
single,secondary,488.0,no,no,236.0,1.0,2.0,unknown,yes
single,tertiary,1947.0,no,no,110.0,1.0,0.0,unknown,yes
divorced,tertiary,558.0,yes,no,262.0,2.0,0.0,unknown,yes
divorced,primary,235.0,no,no,577.0,1.0,3.0,unknown,yes
married,tertiary,288.0,no,no,193.0,1.0,1.0,success,yes
single,secondary,6036.0,no,no,175.0,1.0,1.0,failure,yes
single,tertiary,3.0,yes,yes,149.0,1.0,1.0,success,yes
divorced,secondary,0.0,no,no,280.0,1.0,3.0,success,yes
married,secondary,81204.0,no,no,390.0,1.0,3.0,success,yes
married,primary,5236.0,no,no,558.0,2.0,0.0,unknown,yes
married,secondary,1348.0,no,yes,358.0,2.0,0.0,unknown,yes
married,primary,7929.0,no,no,111.0,1.0,0.0,unknown,yes
married,secondary,70.0,yes,no,144.0,4.0,2.0,success,yes
married,secondary,459.0,no,no,558.0,1.0,0.0,unknown,yes
married,secondary,2102.0,yes,no,547.0,1.0,2.0,failure,yes
single,secondary,4126.0,no,no,907.0,4.0,7.0,failure,yes
divorced,tertiary,224.0,no,no,208.0,1.0,0.0,unknown,yes
married,tertiary,9001.0,no,no,170.0,1.0,0.0,unknown,yes
single,unknown,560.0,no,no,459.0,1.0,1.0,failure,yes
married,tertiary,102.0,yes,no,470.0,7.0,3.0,unknown,yes
single,secondary,1088.0,yes,no,317.0,1.0,2.0,success,yes
single,tertiary,562.0,yes,yes,196.0,1.0,1.0,failure,yes
single,tertiary,718.0,yes,no,122.0,1.0,2.0,success,yes
single,tertiary,-67.0,yes,no,604.0,3.0,2.0,failure,yes
married,tertiary,3848.0,yes,no,222.0,2.0,0.0,unknown,yes
single,tertiary,579.0,no,no,481.0,1.0,0.0,unknown,yes
single,tertiary,1646.0,no,no,524.0,4.0,5.0,success,yes
single,primary,129.0,no,no,176.0,3.0,0.0,unknown,yes
married,secondary,197.0,yes,no,223.0,1.0,2.0,failure,yes
single,tertiary,3779.0,no,no,1093.0,1.0,0.0,unknown,yes
single,tertiary,2016.0,no,no,232.0,1.0,1.0,success,yes
single,tertiary,436.0,no,no,567.0,1.0,2.0,failure,yes
married,tertiary,413.0,no,no,240.0,1.0,2.0,failure,yes
single,unknown,62.0,no,no,398.0,2.0,0.0,unknown,yes
single,secondary,107.0,no,no,256.0,5.0,2.0,success,yes
married,secondary,497.0,no,no,173.0,1.0,0.0,unknown,yes
married,primary,2557.0,yes,no,250.0,1.0,8.0,success,yes
single,tertiary,2646.0,no,no,133.0,8.0,2.0,success,yes
married,secondary,3771.0,no,no,185.0,1.0,2.0,success,yes
single,tertiary,1066.0,no,no,200.0,1.0,0.0,unknown,yes
married,secondary,1.0,no,no,159.0,2.0,3.0,failure,yes
single,tertiary,232.0,no,no,141.0,1.0,0.0,unknown,yes
married,primary,1177.0,no,no,330.0,1.0,4.0,success,yes
married,secondary,603.0,no,yes,214.0,1.0,0.0,unknown,yes
single,tertiary,736.0,yes,no,442.0,2.0,2.0,unknown,yes
single,secondary,129.0,no,no,218.0,2.0,1.0,success,yes
married,tertiary,-115.0,yes,no,297.0,4.0,2.0,unknown,yes
single,tertiary,104.0,no,yes,330.0,3.0,0.0,unknown,yes
married,tertiary,589.0,no,no,125.0,2.0,0.0,unknown,yes
single,primary,3472.0,no,no,529.0,1.0,4.0,success,yes
